Scenario,Year,RegionNum,Geogr,SubDat,Fuel,Description,Unit,value
refnocpp,2036,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2037,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2037,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2038,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2038,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2039,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2039,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2040,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2040,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2041,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2041,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2042,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2042,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2043,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2043,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2044,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2044,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2045,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2045,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2046,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2046,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2047,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2047,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2048,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2048,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2049,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2049,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2050,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2050,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2009,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.001306944
refnocpp,2009,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.004544247
refnocpp,2010,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.002442398
refnocpp,2010,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.006296223
refnocpp,2011,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.002275948
refnocpp,2011,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.005150694
refnocpp,2012,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.00214745
refnocpp,2012,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003989136
refnocpp,2013,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003246373
refnocpp,2013,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.005866787
refnocpp,2014,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.005099117
refnocpp,2014,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.004386631
refnocpp,2015,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.00585701
refnocpp,2015,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.010333751
refnocpp,2016,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003591906
refnocpp,2016,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.014503956
refnocpp,2017,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.00365873
refnocpp,2017,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.014278196
refnocpp,2018,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003764807
refnocpp,2018,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.014784601
refnocpp,2019,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003965991
refnocpp,2019,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.020357927
refnocpp,2020,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003958241
refnocpp,2020,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025752629
refnocpp,2021,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003969325
refnocpp,2021,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025892253
refnocpp,2022,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003979523
refnocpp,2022,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025884125
refnocpp,2023,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003978681
refnocpp,2023,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025904598
refnocpp,2024,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003952495
refnocpp,2024,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025804122
refnocpp,2025,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003986325
refnocpp,2025,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025902814
refnocpp,2026,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003981727
refnocpp,2026,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025888364
refnocpp,2027,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003991075
refnocpp,2027,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.02588104
refnocpp,2028,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003994971
refnocpp,2028,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025814131
refnocpp,2029,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.00398884
refnocpp,2029,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025815565
refnocpp,2030,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.004002762
refnocpp,2030,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025889339
refnocpp,2031,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003998268
refnocpp,2031,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025890172
refnocpp,2032,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.004008973
refnocpp,2032,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025864173
refnocpp,2033,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.003999361
refnocpp,2033,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.02588472
refnocpp,2034,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.004008056
refnocpp,2034,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025870506
refnocpp,2035,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.004005218
refnocpp,2035,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.025826787
refnocpp,2036,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-SCR-,million short tons,0.004000819
