Scenario,Year,RegionNum,Geogr,SubDat,Fuel,Description,Unit,value
refnocpp,2019,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0.000296213
refnocpp,2019,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0.000306317
refnocpp,2020,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0.000411044
refnocpp,2020,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0.000410687
refnocpp,2021,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0.000296509
refnocpp,2021,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0.000269133
refnocpp,2022,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2022,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2023,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2023,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2024,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2024,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2025,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2025,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2026,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2026,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2027,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2027,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2028,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2028,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2029,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2029,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2030,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2030,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2031,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2031,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2032,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2032,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2033,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2033,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2034,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2034,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2035,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2035,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2036,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2036,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2037,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2037,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2038,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2038,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2039,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2039,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2040,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2040,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2041,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2041,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2042,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2042,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2043,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2043,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2044,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2044,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2045,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2045,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2046,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2046,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2047,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2047,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2048,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2048,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2049,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2049,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2050,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2050,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -,million short tons,0
refnocpp,2009,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2009,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2010,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2010,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2011,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2011,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2012,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2012,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2013,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2013,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2014,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2014,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2015,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2015,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2016,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2016,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2017,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2017,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2018,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2018,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2019,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2019,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2020,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2020,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2021,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2021,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2022,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2022,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2023,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2023,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2024,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2024,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2025,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2025,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2026,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2026,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2027,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2027,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2028,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2028,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2029,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2029,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2030,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2030,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2031,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2031,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2032,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2032,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2033,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2033,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2034,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2034,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2035,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2035,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2036,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2036,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2037,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2037,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2038,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2038,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2039,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2039,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2040,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2040,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2041,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2041,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2042,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2042,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2043,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2043,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2044,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2044,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2045,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2045,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2046,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2046,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2047,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2047,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2048,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2048,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2049,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2049,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2050,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2050,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -   FF,million short tons,0
refnocpp,2009,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2009,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2010,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2010,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2011,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2011,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2012,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2012,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2013,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2013,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2014,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2014,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2015,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2015,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2016,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2016,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2017,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2017,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2018,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2018,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2019,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2019,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2020,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2020,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2021,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2021,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2022,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2022,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2023,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2023,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2024,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2024,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2025,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2025,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2026,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2026,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2027,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2027,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2028,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2028,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2029,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2029,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2030,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2030,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2031,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2031,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2032,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2032,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2033,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2033,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2034,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2034,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2035,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2035,10,reliability first corporation / michigan,sulfur dioxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
refnocpp,2036,10,reliability first corporation / michigan,nitrogen oxide,coal,Coal for units characterized as B100 W_scb-CSE-   -SC/FF,million short tons,0
